organization_city,report_issue_date,exam_num,diagnoise_num
嘉兴市,2022-05-30,1264,340
嘉兴市,2022-05-31,1083,366
嘉兴市,2022-06-01,924,316
嘉兴市,2022-06-02,1226,476
嘉兴市,2022-06-03,610,192
嘉兴市,2022-06-04,1957,969
嘉兴市,2022-06-05,742,231
嘉兴市,2022-06-06,1285,482
嘉兴市,2022-06-07,1071,340
嘉兴市,2022-06-08,986,266
嘉兴市,2022-06-09,951,278
嘉兴市,2022-06-10,940,193
嘉兴市,2022-06-11,978,163
嘉兴市,2022-06-12,619,33
嘉兴市,2022-06-13,1277,547
嘉兴市,2022-06-14,964,340
嘉兴市,2022-06-15,1168,420
嘉兴市,2022-06-16,950,423
嘉兴市,2022-06-17,1154,376
嘉兴市,2022-06-18,1040,295
嘉兴市,2022-06-19,435,110
嘉兴市,2022-06-20,1247,396
嘉兴市,2022-06-21,944,321
嘉兴市,2022-06-22,939,463
嘉兴市,2022-06-23,1560,665
嘉兴市,2022-06-24,1286,111
嘉兴市,2022-06-25,793,166
嘉兴市,2022-06-26,727,90
嘉兴市,2022-06-27,1418,493
嘉兴市,2022-06-28,1193,107
嘉兴市,2022-06-29,1008,158
嘉兴市,2022-06-30,1280,569
嘉兴市,2022-07-01,2043,982
嘉兴市,2022-07-02,521,183
嘉兴市,2022-07-03,802,343
嘉兴市,2022-07-04,1008,492
嘉兴市,2022-07-05,939,407
嘉兴市,2022-07-06,1102,536
嘉兴市,2022-07-07,1075,393
嘉兴市,2022-07-08,1055,460
嘉兴市,2022-07-09,1027,385
嘉兴市,2022-07-10,664,222
嘉兴市,2022-07-11,1213,352
嘉兴市,2022-07-12,1405,552
嘉兴市,2022-07-13,936,326
嘉兴市,2022-07-14,1176,365
嘉兴市,2022-07-15,825,233
嘉兴市,2022-07-16,1076,563
嘉兴市,2022-07-17,356,141
嘉兴市,2022-07-18,1260,603
嘉兴市,2022-07-19,1171,551
嘉兴市,2022-07-20,1284,582
嘉兴市,2022-07-21,1107,519
嘉兴市,2022-07-22,1015,304
嘉兴市,2022-07-23,961,255
嘉兴市,2022-07-24,468,31
嘉兴市,2022-07-25,1042,368
嘉兴市,2022-07-26,666,300
嘉兴市,2022-07-27,983,202
嘉兴市,2022-07-28,3171,511
嘉兴市,2022-07-29,1125,344
嘉兴市,2022-07-30,1132,254
嘉兴市,2022-07-31,1541,434
嘉兴市,2022-08-01,1814,620
嘉兴市,2022-08-02,1146,403
嘉兴市,2022-08-03,1496,573
嘉兴市,2022-08-04,1493,567
嘉兴市,2022-08-05,1144,276
嘉兴市,2022-08-06,943,303
嘉兴市,2022-08-07,559,237
嘉兴市,2022-08-08,968,233
嘉兴市,2022-08-09,1339,544
嘉兴市,2022-08-10,1271,692
嘉兴市,2022-08-11,1198,429
嘉兴市,2022-08-12,1486,738
嘉兴市,2022-08-13,808,224
嘉兴市,2022-08-14,551,250
嘉兴市,2022-08-15,1240,600
嘉兴市,2022-08-16,1118,524
嘉兴市,2022-08-17,996,380
嘉兴市,2022-08-18,866,346
嘉兴市,2022-08-19,1187,393
嘉兴市,2022-08-20,748,262
嘉兴市,2022-08-21,582,177
嘉兴市,2022-08-22,1147,267
嘉兴市,2022-08-23,941,246
嘉兴市,2022-08-24,1198,558
嘉兴市,2022-08-25,1581,801
嘉兴市,2022-08-26,1119,534
嘉兴市,2022-08-27,756,262
嘉兴市,2022-08-28,675,154
嘉兴市,2022-08-29,1724,868
嘉兴市,2022-08-30,1222,296
嘉兴市,2022-08-31,774,323
嘉兴市,2022-09-01,1220,594
嘉兴市,2022-09-02,907,274
嘉兴市,2022-09-03,956,330
嘉兴市,2022-09-04,458,133
嘉兴市,2022-09-05,836,311
嘉兴市,2022-09-06,1293,411
嘉兴市,2022-09-07,832,223
嘉兴市,2022-09-08,847,275
嘉兴市,2022-09-09,1033,371
嘉兴市,2022-09-10,415,25
嘉兴市,2022-09-11,444,95
嘉兴市,2022-09-12,986,112
嘉兴市,2022-09-13,1169,257
嘉兴市,2022-09-14,914,280
嘉兴市,2022-09-15,752,286
嘉兴市,2022-09-16,874,300
嘉兴市,2022-09-17,1066,250
嘉兴市,2022-09-18,735,154
嘉兴市,2022-09-19,949,320
嘉兴市,2022-09-20,1032,230
嘉兴市,2022-09-21,1449,631
嘉兴市,2022-09-22,1380,520
嘉兴市,2022-09-23,692,258
嘉兴市,2022-09-24,472,106
嘉兴市,2022-09-25,822,184
嘉兴市,2022-09-26,779,148
嘉兴市,2022-09-27,1221,219
嘉兴市,2022-09-28,1864,521
嘉兴市,2022-09-29,994,291
嘉兴市,2022-09-30,809,165
嘉兴市,2022-10-01,350,6
嘉兴市,2022-10-02,277,93
嘉兴市,2022-10-03,336,66
嘉兴市,2022-10-04,746,296
嘉兴市,2022-10-05,710,189
嘉兴市,2022-10-06,179,90
嘉兴市,2022-10-07,577,184
嘉兴市,2022-10-08,704,170
嘉兴市,2022-10-09,530,120
嘉兴市,2022-10-10,719,304
嘉兴市,2022-10-11,1013,555
嘉兴市,2022-10-12,936,287
嘉兴市,2022-10-13,1306,420
嘉兴市,2022-10-14,1194,218
嘉兴市,2022-10-15,1101,332
嘉兴市,2022-10-16,539,101
嘉兴市,2022-10-17,1062,359
嘉兴市,2022-10-18,1180,337
嘉兴市,2022-10-19,794,256
嘉兴市,2022-10-20,563,131
嘉兴市,2022-10-21,1166,517
嘉兴市,2022-10-22,408,113
嘉兴市,2022-10-23,812,99
嘉兴市,2022-10-24,1249,416
嘉兴市,2022-10-25,3783,2668
嘉兴市,2022-10-26,948,195
嘉兴市,2022-10-27,965,363
嘉兴市,2022-10-28,662,237
嘉兴市,2022-10-29,511,230
嘉兴市,2022-10-30,465,158
嘉兴市,2022-10-31,1089,378
嘉兴市,2022-11-01,1139,466
嘉兴市,2022-11-02,756,147
嘉兴市,2022-11-03,534,199
嘉兴市,2022-11-04,920,331
嘉兴市,2022-11-05,636,205
嘉兴市,2022-11-06,338,138
嘉兴市,2022-11-07,821,532
嘉兴市,2022-11-08,628,198
嘉兴市,2022-11-09,597,239
嘉兴市,2022-11-10,759,465
嘉兴市,2022-11-11,647,293
嘉兴市,2022-11-12,545,136
嘉兴市,2022-11-13,449,49
嘉兴市,2022-11-14,1300,519
嘉兴市,2022-11-15,611,283
宁波市,2021-11-16,1515,819
宁波市,2021-11-17,892,626
宁波市,2021-11-18,675,426
宁波市,2021-11-19,1040,790
宁波市,2021-11-20,525,386
宁波市,2021-11-21,286,223
宁波市,2021-11-22,1026,801
宁波市,2021-11-23,1474,707
宁波市,2021-11-24,1363,842
宁波市,2021-11-25,1169,912
宁波市,2021-11-26,604,357
宁波市,2021-11-27,1223,1048
宁波市,2021-11-28,429,344
宁波市,2021-11-29,863,601
宁波市,2021-11-30,2471,1920
宁波市,2021-12-01,777,567
宁波市,2021-12-02,1409,1217
宁波市,2021-12-03,1001,801
宁波市,2021-12-04,600,420
宁波市,2021-12-05,517,426
宁波市,2021-12-06,954,790
宁波市,2021-12-07,832,561
宁波市,2021-12-08,962,652
宁波市,2021-12-09,751,490
宁波市,2021-12-10,640,530
宁波市,2021-12-11,289,240
宁波市,2021-12-12,292,219
宁波市,2021-12-13,851,620
宁波市,2021-12-14,834,638
宁波市,2021-12-15,823,581
宁波市,2021-12-16,882,733
宁波市,2021-12-17,730,566
宁波市,2021-12-18,746,648
宁波市,2021-12-19,477,233
宁波市,2021-12-20,818,491
宁波市,2021-12-21,1272,852
宁波市,2021-12-22,935,693
宁波市,2021-12-23,444,325
宁波市,2021-12-24,721,326
宁波市,2021-12-25,1062,485
宁波市,2021-12-26,383,349
宁波市,2021-12-27,506,303
宁波市,2021-12-28,895,580
宁波市,2021-12-29,732,540
宁波市,2021-12-30,934,747
宁波市,2021-12-31,672,480
宁波市,2022-01-01,7,7
宁波市,2022-01-02,1,1
宁波市,2022-01-03,255,254
宁波市,2022-01-04,541,395
宁波市,2022-01-05,638,233
宁波市,2022-01-06,297,220
宁波市,2022-01-07,482,164
宁波市,2022-01-08,452,114
宁波市,2022-01-09,62,34
宁波市,2022-01-10,590,231
宁波市,2022-01-11,236,103
宁波市,2022-01-12,951,248
宁波市,2022-01-13,1094,365
宁波市,2022-01-14,490,221
宁波市,2022-01-15,475,24
宁波市,2022-01-16,11,10
宁波市,2022-01-17,489,353
宁波市,2022-01-18,222,158
宁波市,2022-01-19,228,110
宁波市,2022-01-20,365,265
宁波市,2022-01-21,266,229
宁波市,2022-01-22,273,190
宁波市,2022-01-23,6,6
宁波市,2022-01-24,144,111
宁波市,2022-01-25,95,71
宁波市,2022-01-26,87,77
宁波市,2022-01-27,89,58
宁波市,2022-01-28,5,5
宁波市,2022-01-29,17,8
宁波市,2022-01-30,11,7
宁波市,2022-02-06,1,1
宁波市,2022-02-07,95,67
宁波市,2022-02-08,311,271
宁波市,2022-02-09,413,369
宁波市,2022-02-10,403,347
宁波市,2022-02-11,418,375
宁波市,2022-02-12,180,156
宁波市,2022-02-13,249,237
宁波市,2022-02-14,659,520
宁波市,2022-02-15,633,516
宁波市,2022-02-16,581,518
宁波市,2022-02-17,476,413
宁波市,2022-02-18,633,509
宁波市,2022-02-19,190,152
宁波市,2022-02-20,249,217
宁波市,2022-02-21,891,649
宁波市,2022-02-22,1115,946
宁波市,2022-02-23,677,547
宁波市,2022-02-24,822,671
宁波市,2022-02-25,694,441
宁波市,2022-02-26,327,282
宁波市,2022-02-27,585,490
宁波市,2022-02-28,918,554
宁波市,2022-03-01,1226,907
宁波市,2022-03-02,786,602
宁波市,2022-03-03,1248,926
宁波市,2022-03-04,750,543
宁波市,2022-03-05,353,223
宁波市,2022-03-06,381,318
宁波市,2022-03-07,1031,757
宁波市,2022-03-08,717,522
宁波市,2022-03-09,1072,801
宁波市,2022-03-10,543,387
宁波市,2022-03-11,483,333
宁波市,2022-03-12,394,267
宁波市,2022-03-13,168,156
宁波市,2022-03-14,841,401
宁波市,2022-03-15,711,557
宁波市,2022-03-16,592,341
宁波市,2022-03-17,570,332
宁波市,2022-03-18,575,430
宁波市,2022-03-19,404,263
宁波市,2022-03-20,396,352
宁波市,2022-03-21,475,362
宁波市,2022-03-22,889,542
宁波市,2022-03-23,558,436
宁波市,2022-03-24,675,365
宁波市,2022-03-25,504,313
宁波市,2022-03-26,480,334
宁波市,2022-03-27,586,441
宁波市,2022-03-28,556,317
宁波市,2022-03-29,846,533
宁波市,2022-03-30,1068,522
宁波市,2022-03-31,498,335
宁波市,2022-04-01,534,295
宁波市,2022-04-02,496,250
宁波市,2022-04-03,471,277
宁波市,2022-04-04,94,51
宁波市,2022-04-05,289,228
宁波市,2022-04-06,850,598
宁波市,2022-04-07,698,379
宁波市,2022-04-08,763,470
宁波市,2022-04-09,175,92
宁波市,2022-04-10,313,265
宁波市,2022-04-11,894,409
宁波市,2022-04-12,581,324
宁波市,2022-04-13,253,180
宁波市,2022-04-14,339,179
宁波市,2022-04-15,1240,310
宁波市,2022-04-16,470,193
宁波市,2022-04-17,228,193
宁波市,2022-04-18,615,240
宁波市,2022-04-19,848,295
宁波市,2022-04-20,353,219
宁波市,2022-04-21,469,235
宁波市,2022-04-22,1381,465
宁波市,2022-04-23,402,258
宁波市,2022-04-24,216,181
宁波市,2022-04-25,902,342
宁波市,2022-04-26,706,509
宁波市,2022-04-27,841,377
宁波市,2022-04-28,764,465
宁波市,2022-04-29,1055,476
宁波市,2022-04-30,338,105
宁波市,2022-05-01,178,138
宁波市,2022-05-02,254,205
宁波市,2022-05-03,196,150
宁波市,2022-05-04,756,197
宁波市,2022-05-05,514,362
宁波市,2022-05-06,657,481
宁波市,2022-05-07,477,372
宁波市,2022-05-08,140,108
宁波市,2022-05-09,406,322
宁波市,2022-05-10,911,568
宁波市,2022-05-11,459,366
宁波市,2022-05-12,714,405
宁波市,2022-05-13,1090,769
宁波市,2022-05-14,479,299
宁波市,2022-05-15,217,129
宁波市,2022-05-16,853,461
宁波市,2022-05-17,1321,1011
宁波市,2022-05-18,1191,670
宁波市,2022-05-19,901,544
宁波市,2022-05-20,1434,648
宁波市,2022-05-21,543,327
宁波市,2022-05-22,228,151
宁波市,2022-05-23,686,470
宁波市,2022-05-24,625,460
宁波市,2022-05-25,1098,737
宁波市,2022-05-26,1029,728
宁波市,2022-05-27,1316,698
宁波市,2022-05-28,960,341
宁波市,2022-05-29,577,516
宁波市,2022-05-30,3132,1302
宁波市,2022-05-31,2187,1667
宁波市,2022-06-01,1476,768
宁波市,2022-06-02,1894,1448
宁波市,2022-06-03,287,138
宁波市,2022-06-04,483,222
宁波市,2022-06-05,2020,1487
宁波市,2022-06-06,1474,872
宁波市,2022-06-07,1726,1164
宁波市,2022-06-08,2435,1544
宁波市,2022-06-09,3652,2304
宁波市,2022-06-10,3055,1724
宁波市,2022-06-11,2153,1204
宁波市,2022-06-12,3217,894
宁波市,2022-06-13,6128,1159
宁波市,2022-06-14,1976,821
宁波市,2022-06-15,1289,700
宁波市,2022-06-16,1533,755
宁波市,2022-06-17,1236,859
宁波市,2022-06-18,354,175
宁波市,2022-06-19,409,334
宁波市,2022-06-20,1336,775
宁波市,2022-06-21,1267,753
宁波市,2022-06-22,896,542
宁波市,2022-06-23,1182,459
宁波市,2022-06-24,2072,652
宁波市,2022-06-25,2023,326
宁波市,2022-06-26,457,416
宁波市,2022-06-27,1312,732
宁波市,2022-06-28,1186,763
宁波市,2022-06-29,1167,586
宁波市,2022-06-30,733,563
宁波市,2022-07-01,771,431
宁波市,2022-07-02,347,182
宁波市,2022-07-03,215,168
宁波市,2022-07-04,947,573
宁波市,2022-07-05,1131,782
宁波市,2022-07-06,1018,681
宁波市,2022-07-07,1240,558
宁波市,2022-07-08,736,515
宁波市,2022-07-09,653,395
宁波市,2022-07-10,185,157
宁波市,2022-07-11,1093,522
宁波市,2022-07-12,790,587
宁波市,2022-07-13,1450,1164
宁波市,2022-07-14,1107,666
宁波市,2022-07-15,615,474
宁波市,2022-07-16,511,267
宁波市,2022-07-17,351,280
宁波市,2022-07-18,1068,508
宁波市,2022-07-19,1169,856
宁波市,2022-07-20,1377,1024
宁波市,2022-07-21,1086,877
宁波市,2022-07-22,900,615
宁波市,2022-07-23,530,336
宁波市,2022-07-24,205,175
宁波市,2022-07-25,612,485
宁波市,2022-07-26,1279,695
宁波市,2022-07-27,1166,877
宁波市,2022-07-28,779,591
宁波市,2022-07-29,1355,867
宁波市,2022-07-30,362,300
宁波市,2022-07-31,170,158
宁波市,2022-08-01,933,598
宁波市,2022-08-02,1406,826
宁波市,2022-08-03,927,435
宁波市,2022-08-04,585,373
宁波市,2022-08-05,879,459
宁波市,2022-08-06,170,152
宁波市,2022-08-07,518,448
宁波市,2022-08-08,1216,691
宁波市,2022-08-09,707,442
宁波市,2022-08-10,735,521
宁波市,2022-08-11,614,486
宁波市,2022-08-12,365,290
宁波市,2022-08-13,208,147
宁波市,2022-08-14,163,146
宁波市,2022-08-15,1013,576
宁波市,2022-08-16,1181,514
宁波市,2022-08-17,358,273
宁波市,2022-08-18,1053,726
宁波市,2022-08-19,716,408
宁波市,2022-08-20,712,557
宁波市,2022-08-21,116,96
宁波市,2022-08-22,1074,557
宁波市,2022-08-23,1234,313
宁波市,2022-08-24,2681,671
宁波市,2022-08-25,690,505
宁波市,2022-08-26,884,522
宁波市,2022-08-27,811,474
宁波市,2022-08-28,385,353
宁波市,2022-08-29,724,368
宁波市,2022-08-30,674,472
宁波市,2022-08-31,1184,906
宁波市,2022-09-01,993,608
宁波市,2022-09-02,455,257
宁波市,2022-09-03,397,337
宁波市,2022-09-04,1047,740
宁波市,2022-09-05,1099,691
宁波市,2022-09-06,451,264
宁波市,2022-09-07,794,530
宁波市,2022-09-08,355,190
宁波市,2022-09-09,676,441
宁波市,2022-09-10,101,39
宁波市,2022-09-11,335,259
宁波市,2022-09-12,858,562
宁波市,2022-09-13,747,300
宁波市,2022-09-14,599,369
宁波市,2022-09-15,411,342
宁波市,2022-09-16,829,646
宁波市,2022-09-17,407,131
宁波市,2022-09-18,289,271
宁波市,2022-09-19,1215,286
宁波市,2022-09-20,1928,467
宁波市,2022-09-21,663,485
宁波市,2022-09-22,863,590
宁波市,2022-09-23,630,248
宁波市,2022-09-24,534,195
宁波市,2022-09-25,206,183
宁波市,2022-09-26,1609,870
宁波市,2022-09-27,716,495
宁波市,2022-09-28,1628,1037
宁波市,2022-09-29,688,470
宁波市,2022-09-30,1355,1035
宁波市,2022-10-01,78,68
宁波市,2022-10-02,29,20
宁波市,2022-10-03,149,13
宁波市,2022-10-04,295,10
宁波市,2022-10-05,148,34
宁波市,2022-10-06,63,32
宁波市,2022-10-07,105,81
宁波市,2022-10-08,219,127
宁波市,2022-10-09,343,219
宁波市,2022-10-10,534,262
宁波市,2022-10-11,723,476
宁波市,2022-10-12,513,352
宁波市,2022-10-13,607,359
宁波市,2022-10-14,290,108
宁波市,2022-10-15,128,41
宁波市,2022-10-16,76,76
宁波市,2022-10-17,602,205
宁波市,2022-10-18,633,145
宁波市,2022-10-19,414,227
宁波市,2022-10-20,626,384
宁波市,2022-10-21,102,9
宁波市,2022-10-22,50,32
宁波市,2022-10-24,2347,1785
宁波市,2022-10-25,110,37
宁波市,2022-10-26,198,95
宁波市,2022-10-27,232,113
宁波市,2022-10-28,174,84
宁波市,2022-10-29,23,0
宁波市,2022-10-31,270,115
宁波市,2022-11-01,138,67
宁波市,2022-11-02,444,60
宁波市,2022-11-03,157,22
宁波市,2022-11-04,32,6
宁波市,2022-11-06,1,1
宁波市,2022-11-07,3,3
宁波市,2022-11-10,3,3
宁波市,2022-11-11,11,1
宁波市,2022-11-12,2,1
宁波市,2022-11-15,1,1
杭州市,2021-11-16,1785,1231
杭州市,2021-11-17,733,420
杭州市,2021-11-18,1052,711
杭州市,2021-11-19,1149,572
杭州市,2021-11-20,107,90
杭州市,2021-11-21,803,654
杭州市,2021-11-22,3171,2790
杭州市,2021-11-23,3697,885
杭州市,2021-11-24,1190,526
杭州市,2021-11-25,1039,627
杭州市,2021-11-26,780,471
杭州市,2021-11-27,401,335
杭州市,2021-11-28,131,126
杭州市,2021-11-29,1083,734
杭州市,2021-11-30,1183,639
杭州市,2021-12-01,1381,921
杭州市,2021-12-02,2334,1540
杭州市,2021-12-03,756,617
杭州市,2021-12-04,112,71
杭州市,2021-12-05,154,129
杭州市,2021-12-06,1921,1521
杭州市,2021-12-07,985,486
杭州市,2021-12-08,832,563
杭州市,2021-12-09,844,582
杭州市,2021-12-10,802,465
杭州市,2021-12-11,411,264
杭州市,2021-12-12,26,23
杭州市,2021-12-13,1518,897
杭州市,2021-12-14,1108,806
杭州市,2021-12-15,1386,976
杭州市,2021-12-16,558,309
杭州市,2021-12-17,450,266
杭州市,2021-12-18,254,201
杭州市,2021-12-19,139,117
杭州市,2021-12-20,2113,1655
杭州市,2021-12-21,684,403
杭州市,2021-12-22,1034,743
杭州市,2021-12-23,423,249
杭州市,2021-12-24,1171,808
杭州市,2021-12-25,506,399
杭州市,2021-12-26,62,59
杭州市,2021-12-27,313,159
杭州市,2021-12-28,652,384
杭州市,2021-12-29,1916,1277
杭州市,2021-12-30,889,454
杭州市,2021-12-31,339,278
杭州市,2022-01-01,166,146
杭州市,2022-01-02,21,20
杭州市,2022-01-03,817,631
杭州市,2022-01-04,575,358
杭州市,2022-01-05,636,505
杭州市,2022-01-06,740,465
杭州市,2022-01-07,941,456
杭州市,2022-01-08,81,69
杭州市,2022-01-09,15,12
杭州市,2022-01-10,686,306
杭州市,2022-01-11,540,319
杭州市,2022-01-12,830,545
杭州市,2022-01-13,368,279
杭州市,2022-01-14,281,167
杭州市,2022-01-15,1162,937
杭州市,2022-01-16,98,58
杭州市,2022-01-17,874,339
杭州市,2022-01-18,554,352
杭州市,2022-01-19,787,558
杭州市,2022-01-20,233,179
杭州市,2022-01-21,853,599
杭州市,2022-01-22,62,45
杭州市,2022-01-23,21,17
杭州市,2022-01-24,397,56
杭州市,2022-01-25,160,124
杭州市,2022-01-26,60,42
杭州市,2022-01-27,44,7
杭州市,2022-01-28,37,17
杭州市,2022-01-29,21,12
杭州市,2022-01-30,2,0
杭州市,2022-02-06,1,1
杭州市,2022-02-07,22,17
杭州市,2022-02-08,132,93
杭州市,2022-02-09,266,140
杭州市,2022-02-10,599,367
杭州市,2022-02-11,541,388
杭州市,2022-02-12,969,754
杭州市,2022-02-13,153,148
杭州市,2022-02-14,658,391
杭州市,2022-02-15,644,394
杭州市,2022-02-16,680,399
杭州市,2022-02-17,661,362
杭州市,2022-02-18,465,224
杭州市,2022-02-19,191,133
杭州市,2022-02-20,101,83
杭州市,2022-02-21,827,439
杭州市,2022-02-22,764,392
杭州市,2022-02-23,706,396
杭州市,2022-02-24,842,483
杭州市,2022-02-25,1528,979
杭州市,2022-02-26,162,130
杭州市,2022-02-27,469,368
杭州市,2022-02-28,1077,621
杭州市,2022-03-01,1455,893
杭州市,2022-03-02,885,499
杭州市,2022-03-03,741,433
杭州市,2022-03-04,731,236
杭州市,2022-03-05,1079,761
杭州市,2022-03-06,169,138
杭州市,2022-03-07,1129,749
杭州市,2022-03-08,2048,809
杭州市,2022-03-09,1485,931
杭州市,2022-03-10,874,489
杭州市,2022-03-11,564,250
杭州市,2022-03-12,1082,875
杭州市,2022-03-13,50,47
杭州市,2022-03-14,1487,871
杭州市,2022-03-15,1069,565
杭州市,2022-03-16,598,380
杭州市,2022-03-17,534,299
杭州市,2022-03-18,983,703
杭州市,2022-03-19,38,30
杭州市,2022-03-20,703,532
杭州市,2022-03-21,663,365
杭州市,2022-03-22,732,420
杭州市,2022-03-23,725,462
杭州市,2022-03-24,1084,593
杭州市,2022-03-25,550,365
杭州市,2022-03-26,95,85
杭州市,2022-03-27,746,506
杭州市,2022-03-28,841,535
杭州市,2022-03-29,1111,640
杭州市,2022-03-30,887,559
杭州市,2022-03-31,735,458
杭州市,2022-04-01,504,236
杭州市,2022-04-02,1121,765
杭州市,2022-04-03,359,275
杭州市,2022-04-04,116,69
杭州市,2022-04-05,17,15
杭州市,2022-04-06,620,348
杭州市,2022-04-07,1170,781
杭州市,2022-04-08,520,392
杭州市,2022-04-09,370,288
杭州市,2022-04-10,45,29
杭州市,2022-04-11,1331,738
杭州市,2022-04-12,518,252
杭州市,2022-04-13,261,155
杭州市,2022-04-14,1227,328
杭州市,2022-04-15,606,429
杭州市,2022-04-16,165,74
杭州市,2022-04-17,99,84
杭州市,2022-04-18,1085,696
杭州市,2022-04-19,1275,579
杭州市,2022-04-20,1190,673
杭州市,2022-04-21,724,359
杭州市,2022-04-22,1632,838
杭州市,2022-04-23,700,508
杭州市,2022-04-24,862,444
杭州市,2022-04-25,518,360
杭州市,2022-04-26,1123,660
杭州市,2022-04-27,623,350
杭州市,2022-04-28,1088,676
杭州市,2022-04-29,468,214
杭州市,2022-04-30,113,85
杭州市,2022-05-01,82,75
杭州市,2022-05-02,34,16
杭州市,2022-05-03,36,36
杭州市,2022-05-04,141,101
杭州市,2022-05-05,934,526
杭州市,2022-05-06,848,583
杭州市,2022-05-07,1283,683
杭州市,2022-05-08,189,70
杭州市,2022-05-09,924,502
杭州市,2022-05-10,1123,642
杭州市,2022-05-11,825,380
杭州市,2022-05-12,1127,633
杭州市,2022-05-13,635,429
杭州市,2022-05-14,863,659
杭州市,2022-05-15,79,67
杭州市,2022-05-16,1685,715
杭州市,2022-05-17,1097,403
杭州市,2022-05-18,1973,1383
杭州市,2022-05-19,1175,791
杭州市,2022-05-20,727,406
杭州市,2022-05-21,343,287
杭州市,2022-05-22,113,99
杭州市,2022-05-23,1593,811
杭州市,2022-05-24,1114,520
杭州市,2022-05-25,752,512
杭州市,2022-05-26,1080,647
杭州市,2022-05-27,1776,309
杭州市,2022-05-28,205,136
杭州市,2022-05-29,166,148
杭州市,2022-05-30,6422,817
杭州市,2022-05-31,972,294
杭州市,2022-06-01,1268,895
杭州市,2022-06-02,659,476
杭州市,2022-06-03,100,81
杭州市,2022-06-04,98,86
杭州市,2022-06-05,1891,1269
杭州市,2022-06-06,903,584
杭州市,2022-06-07,832,427
杭州市,2022-06-08,1034,566
杭州市,2022-06-09,784,463
杭州市,2022-06-10,467,280
杭州市,2022-06-11,678,515
杭州市,2022-06-12,335,250
杭州市,2022-06-13,3346,2077
杭州市,2022-06-14,1251,681
杭州市,2022-06-15,963,407
杭州市,2022-06-16,1837,1154
杭州市,2022-06-17,765,370
杭州市,2022-06-18,393,221
杭州市,2022-06-19,449,312
杭州市,2022-06-20,1043,589
杭州市,2022-06-21,1616,862
杭州市,2022-06-22,933,590
杭州市,2022-06-23,1424,891
杭州市,2022-06-24,1356,888
杭州市,2022-06-25,822,543
杭州市,2022-06-26,430,391
杭州市,2022-06-27,2337,1561
杭州市,2022-06-28,968,528
杭州市,2022-06-29,2354,1596
杭州市,2022-06-30,1699,1013
杭州市,2022-07-01,889,530
杭州市,2022-07-02,263,186
杭州市,2022-07-03,198,159
杭州市,2022-07-04,2938,1847
杭州市,2022-07-05,1753,1053
杭州市,2022-07-06,964,721
杭州市,2022-07-07,1149,538
杭州市,2022-07-08,535,321
杭州市,2022-07-09,327,265
杭州市,2022-07-10,133,114
杭州市,2022-07-11,942,567
杭州市,2022-07-12,1046,510
杭州市,2022-07-13,1508,824
杭州市,2022-07-14,1558,973
杭州市,2022-07-15,1051,756
杭州市,2022-07-16,190,145
杭州市,2022-07-17,94,55
杭州市,2022-07-18,1043,607
杭州市,2022-07-19,1782,1193
杭州市,2022-07-20,909,511
杭州市,2022-07-21,424,328
杭州市,2022-07-22,902,512
杭州市,2022-07-23,309,246
杭州市,2022-07-24,1523,1101
杭州市,2022-07-25,757,421
杭州市,2022-07-26,572,331
杭州市,2022-07-27,609,400
杭州市,2022-07-28,1014,650
杭州市,2022-07-29,536,347
杭州市,2022-07-30,348,251
杭州市,2022-07-31,1111,885
杭州市,2022-08-01,692,483
杭州市,2022-08-02,702,382
杭州市,2022-08-03,1486,902
杭州市,2022-08-04,679,346
杭州市,2022-08-05,483,359
杭州市,2022-08-06,515,349
杭州市,2022-08-07,208,156
杭州市,2022-08-08,717,390
杭州市,2022-08-09,1961,1153
杭州市,2022-08-10,692,371
杭州市,2022-08-11,983,591
杭州市,2022-08-12,725,428
杭州市,2022-08-13,94,33
杭州市,2022-08-14,1002,770
杭州市,2022-08-15,1152,649
杭州市,2022-08-16,595,292
杭州市,2022-08-17,607,326
杭州市,2022-08-18,1933,1470
杭州市,2022-08-19,650,435
杭州市,2022-08-20,365,280
杭州市,2022-08-21,947,704
杭州市,2022-08-22,734,438
杭州市,2022-08-23,1516,993
杭州市,2022-08-24,1374,973
杭州市,2022-08-25,418,326
杭州市,2022-08-26,531,386
杭州市,2022-08-27,325,271
杭州市,2022-08-28,264,212
杭州市,2022-08-29,1800,1469
杭州市,2022-08-30,696,548
杭州市,2022-08-31,478,284
杭州市,2022-09-01,982,655
杭州市,2022-09-02,1097,663
杭州市,2022-09-03,530,268
杭州市,2022-09-04,817,654
杭州市,2022-09-05,744,341
杭州市,2022-09-06,984,508
杭州市,2022-09-07,795,457
杭州市,2022-09-08,656,258
杭州市,2022-09-09,614,186
杭州市,2022-09-10,29,15
杭州市,2022-09-11,389,357
杭州市,2022-09-12,49,18
杭州市,2022-09-13,714,350
杭州市,2022-09-14,1801,1412
杭州市,2022-09-15,805,500
杭州市,2022-09-16,574,349
杭州市,2022-09-17,98,86
杭州市,2022-09-18,506,493
杭州市,2022-09-19,1212,900
杭州市,2022-09-20,607,410
杭州市,2022-09-21,1130,646
杭州市,2022-09-22,544,391
杭州市,2022-09-23,510,255
杭州市,2022-09-24,157,89
杭州市,2022-09-25,1096,1011
杭州市,2022-09-26,1271,985
杭州市,2022-09-27,1644,1444
杭州市,2022-09-28,1494,1137
