organization_city,report_issue_date,exam_num,diagnoise_num
杭州市,2022-09-29,952,653
杭州市,2022-09-30,1063,833
杭州市,2022-10-01,110,50
杭州市,2022-10-02,41,30
杭州市,2022-10-03,49,48
杭州市,2022-10-04,102,86
杭州市,2022-10-05,249,225
杭州市,2022-10-06,188,123
杭州市,2022-10-07,245,180
杭州市,2022-10-08,604,352
杭州市,2022-10-09,1477,672
杭州市,2022-10-10,896,603
杭州市,2022-10-11,1426,924
杭州市,2022-10-12,1446,1119
杭州市,2022-10-13,835,599
杭州市,2022-10-14,864,491
杭州市,2022-10-15,47,37
杭州市,2022-10-16,477,332
杭州市,2022-10-17,2179,1799
杭州市,2022-10-18,1023,572
杭州市,2022-10-19,2677,2218
杭州市,2022-10-20,905,746
杭州市,2022-10-21,950,646
杭州市,2022-10-22,454,395
杭州市,2022-10-23,264,193
杭州市,2022-10-24,1199,758
杭州市,2022-10-25,2008,1185
杭州市,2022-10-26,1078,736
杭州市,2022-10-27,1144,937
杭州市,2022-10-28,452,320
杭州市,2022-10-29,1044,853
杭州市,2022-10-30,172,138
杭州市,2022-10-31,1163,515
杭州市,2022-11-01,1758,1487
杭州市,2022-11-02,891,523
杭州市,2022-11-03,1291,689
杭州市,2022-11-04,975,628
杭州市,2022-11-05,1415,1301
杭州市,2022-11-06,418,386
杭州市,2022-11-07,470,174
杭州市,2022-11-08,911,515
杭州市,2022-11-09,638,386
杭州市,2022-11-10,812,604
杭州市,2022-11-11,1956,1711
杭州市,2022-11-12,370,315
杭州市,2022-11-13,478,377
杭州市,2022-11-14,982,553
杭州市,2022-11-15,1360,738
温州市,2021-11-16,1162,804
温州市,2021-11-17,282,233
温州市,2021-11-18,335,241
温州市,2021-11-19,320,249
温州市,2021-11-20,510,396
温州市,2021-11-21,179,155
温州市,2021-11-22,744,631
温州市,2021-11-23,729,413
温州市,2021-11-24,375,315
温州市,2021-11-25,215,185
温州市,2021-11-26,250,186
温州市,2021-11-27,261,158
温州市,2021-11-28,73,63
温州市,2021-11-29,448,340
温州市,2021-11-30,329,184
温州市,2021-12-01,69,58
温州市,2021-12-02,292,197
温州市,2021-12-03,319,260
温州市,2021-12-04,197,160
温州市,2021-12-05,157,143
温州市,2021-12-06,469,375
温州市,2021-12-07,691,551
温州市,2021-12-08,174,124
温州市,2021-12-09,270,236
温州市,2021-12-10,394,248
温州市,2021-12-11,355,305
温州市,2021-12-12,274,234
温州市,2021-12-13,358,270
温州市,2021-12-14,361,298
温州市,2021-12-15,226,170
温州市,2021-12-16,187,146
温州市,2021-12-17,331,210
温州市,2021-12-18,187,165
温州市,2021-12-19,80,63
温州市,2021-12-20,92,77
温州市,2021-12-21,163,122
温州市,2021-12-22,512,354
温州市,2021-12-23,401,297
温州市,2021-12-24,315,240
温州市,2021-12-25,343,262
温州市,2021-12-26,204,171
温州市,2021-12-27,343,310
温州市,2021-12-28,179,120
温州市,2021-12-29,346,280
温州市,2021-12-30,164,94
温州市,2021-12-31,205,148
温州市,2022-01-01,150,134
温州市,2022-01-02,91,77
温州市,2022-01-03,312,270
温州市,2022-01-04,192,157
温州市,2022-01-05,47,17
温州市,2022-01-06,272,215
温州市,2022-01-07,417,348
温州市,2022-01-08,51,43
温州市,2022-01-09,63,49
温州市,2022-01-10,163,114
温州市,2022-01-11,178,140
温州市,2022-01-12,251,183
温州市,2022-01-13,140,92
温州市,2022-01-14,39,26
温州市,2022-01-15,133,110
温州市,2022-01-17,144,120
温州市,2022-01-18,39,26
温州市,2022-01-19,78,49
温州市,2022-01-20,24,18
温州市,2022-01-21,21,17
温州市,2022-01-22,6,6
温州市,2022-01-23,7,5
温州市,2022-01-24,41,17
温州市,2022-01-25,61,52
温州市,2022-01-26,12,2
温州市,2022-01-27,16,8
温州市,2022-01-30,1,0
温州市,2022-02-02,1,0
温州市,2022-02-08,2,1
温州市,2022-02-09,14,8
温州市,2022-02-10,15,11
温州市,2022-02-11,77,72
温州市,2022-02-12,66,50
温州市,2022-02-13,9,9
温州市,2022-02-14,102,77
温州市,2022-02-15,68,51
温州市,2022-02-16,149,101
温州市,2022-02-17,75,55
温州市,2022-02-18,321,203
温州市,2022-02-19,123,48
温州市,2022-02-20,171,98
温州市,2022-02-21,187,147
温州市,2022-02-22,260,210
温州市,2022-02-23,368,209
温州市,2022-02-24,169,131
温州市,2022-02-25,173,122
温州市,2022-02-26,177,123
温州市,2022-02-27,226,141
温州市,2022-02-28,460,330
温州市,2022-03-01,607,413
温州市,2022-03-02,337,242
温州市,2022-03-03,223,159
温州市,2022-03-04,437,374
温州市,2022-03-05,207,143
温州市,2022-03-06,279,214
温州市,2022-03-07,421,314
温州市,2022-03-08,422,361
温州市,2022-03-09,224,185
温州市,2022-03-10,740,607
温州市,2022-03-11,347,267
温州市,2022-03-12,305,244
温州市,2022-03-13,236,177
温州市,2022-03-14,514,377
温州市,2022-03-15,287,227
温州市,2022-03-16,360,279
温州市,2022-03-17,275,213
温州市,2022-03-18,458,387
温州市,2022-03-19,374,265
温州市,2022-03-20,138,93
温州市,2022-03-21,674,540
温州市,2022-03-22,255,187
温州市,2022-03-23,693,551
温州市,2022-03-24,715,537
温州市,2022-03-25,282,185
温州市,2022-03-26,356,280
温州市,2022-03-27,102,47
温州市,2022-03-28,682,571
温州市,2022-03-29,763,596
温州市,2022-03-30,951,734
温州市,2022-03-31,1188,970
温州市,2022-04-01,531,370
温州市,2022-04-02,280,182
温州市,2022-04-03,20,12
温州市,2022-04-04,382,282
温州市,2022-04-05,134,117
温州市,2022-04-06,1396,1201
温州市,2022-04-07,813,688
温州市,2022-04-08,718,581
温州市,2022-04-09,392,304
温州市,2022-04-10,157,137
温州市,2022-04-11,526,398
温州市,2022-04-12,442,337
温州市,2022-04-13,537,391
温州市,2022-04-14,599,500
温州市,2022-04-15,583,503
温州市,2022-04-16,1037,884
温州市,2022-04-17,231,177
温州市,2022-04-18,655,429
温州市,2022-04-19,589,434
温州市,2022-04-20,1113,919
温州市,2022-04-21,410,286
温州市,2022-04-22,843,663
温州市,2022-04-23,468,353
温州市,2022-04-24,142,99
温州市,2022-04-25,914,697
温州市,2022-04-26,646,359
温州市,2022-04-27,1369,657
温州市,2022-04-28,1651,1137
温州市,2022-04-29,501,270
温州市,2022-04-30,380,216
温州市,2022-05-01,55,42
温州市,2022-05-02,26,20
温州市,2022-05-03,198,106
温州市,2022-05-04,512,399
温州市,2022-05-05,552,413
温州市,2022-05-06,379,297
温州市,2022-05-07,828,675
温州市,2022-05-08,625,436
温州市,2022-05-09,511,393
温州市,2022-05-10,351,244
温州市,2022-05-11,301,221
温州市,2022-05-12,265,155
温州市,2022-05-13,557,428
温州市,2022-05-14,458,427
温州市,2022-05-15,235,176
温州市,2022-05-16,640,539
温州市,2022-05-17,282,214
温州市,2022-05-18,703,578
温州市,2022-05-19,764,554
温州市,2022-05-20,745,596
温州市,2022-05-21,263,208
温州市,2022-05-22,227,187
温州市,2022-05-23,695,543
温州市,2022-05-24,676,458
温州市,2022-05-25,455,335
温州市,2022-05-26,388,321
温州市,2022-05-27,835,615
温州市,2022-05-28,657,484
温州市,2022-05-29,347,260
温州市,2022-05-30,777,646
温州市,2022-05-31,819,698
温州市,2022-06-01,448,342
温州市,2022-06-02,810,500
温州市,2022-06-03,142,108
温州市,2022-06-04,416,333
温州市,2022-06-05,185,146
温州市,2022-06-06,612,493
温州市,2022-06-07,508,399
温州市,2022-06-08,955,759
温州市,2022-06-09,620,534
温州市,2022-06-10,346,257
温州市,2022-06-11,199,144
温州市,2022-06-12,281,183
温州市,2022-06-13,591,331
温州市,2022-06-14,534,389
温州市,2022-06-15,473,310
温州市,2022-06-16,459,332
温州市,2022-06-17,443,310
温州市,2022-06-18,591,498
温州市,2022-06-19,167,121
温州市,2022-06-20,637,458
温州市,2022-06-21,1067,720
温州市,2022-06-22,844,636
温州市,2022-06-23,608,494
温州市,2022-06-24,580,451
温州市,2022-06-25,595,457
温州市,2022-06-26,525,331
温州市,2022-06-27,476,344
温州市,2022-06-28,784,529
温州市,2022-06-29,528,420
温州市,2022-06-30,593,421
温州市,2022-07-01,661,518
温州市,2022-07-02,1146,1004
温州市,2022-07-03,325,257
温州市,2022-07-04,940,783
温州市,2022-07-05,456,344
温州市,2022-07-06,563,418
温州市,2022-07-07,561,387
温州市,2022-07-08,482,325
温州市,2022-07-09,438,312
温州市,2022-07-10,317,225
温州市,2022-07-11,700,575
温州市,2022-07-12,469,332
温州市,2022-07-13,499,369
温州市,2022-07-14,458,358
温州市,2022-07-15,430,351
温州市,2022-07-16,343,299
温州市,2022-07-17,183,177
温州市,2022-07-18,463,367
温州市,2022-07-19,317,238
温州市,2022-07-20,301,238
温州市,2022-07-21,603,496
温州市,2022-07-22,468,350
温州市,2022-07-23,344,283
温州市,2022-07-24,33,20
温州市,2022-07-25,284,206
温州市,2022-07-26,339,256
温州市,2022-07-27,537,451
温州市,2022-07-28,385,295
温州市,2022-07-29,375,283
温州市,2022-07-30,283,220
温州市,2022-07-31,306,256
温州市,2022-08-01,302,235
温州市,2022-08-02,525,382
温州市,2022-08-03,694,523
温州市,2022-08-04,617,511
温州市,2022-08-05,271,197
温州市,2022-08-06,321,260
温州市,2022-08-07,98,84
温州市,2022-08-08,432,345
温州市,2022-08-09,482,323
温州市,2022-08-10,197,163
温州市,2022-08-11,253,200
温州市,2022-08-12,351,281
温州市,2022-08-13,369,260
温州市,2022-08-14,211,144
温州市,2022-08-15,500,395
温州市,2022-08-16,380,332
温州市,2022-08-17,475,378
温州市,2022-08-18,694,562
温州市,2022-08-19,418,310
温州市,2022-08-20,570,456
温州市,2022-08-21,184,117
温州市,2022-08-22,479,271
温州市,2022-08-23,419,337
温州市,2022-08-24,155,112
温州市,2022-08-25,663,535
温州市,2022-08-26,486,373
温州市,2022-08-27,543,418
温州市,2022-08-28,282,227
温州市,2022-08-29,326,251
温州市,2022-08-30,332,225
温州市,2022-08-31,211,168
温州市,2022-09-01,350,268
温州市,2022-09-02,186,146
温州市,2022-09-03,602,509
温州市,2022-09-04,50,32
温州市,2022-09-05,287,229
温州市,2022-09-06,167,115
温州市,2022-09-07,250,186
温州市,2022-09-08,376,310
温州市,2022-09-09,264,182
温州市,2022-09-10,34,26
温州市,2022-09-11,239,172
温州市,2022-09-12,253,205
温州市,2022-09-13,482,399
温州市,2022-09-14,388,330
温州市,2022-09-15,225,188
温州市,2022-09-16,285,239
温州市,2022-09-17,109,71
温州市,2022-09-18,62,46
温州市,2022-09-19,307,257
温州市,2022-09-20,329,264
温州市,2022-09-21,592,496
温州市,2022-09-22,643,556
温州市,2022-09-23,466,392
温州市,2022-09-24,184,144
温州市,2022-09-25,142,113
温州市,2022-09-26,474,369
温州市,2022-09-27,403,337
温州市,2022-09-28,333,267
温州市,2022-09-29,448,370
温州市,2022-09-30,486,402
温州市,2022-10-01,152,96
温州市,2022-10-02,99,68
温州市,2022-10-03,42,29
温州市,2022-10-04,170,140
温州市,2022-10-05,315,261
温州市,2022-10-06,277,238
温州市,2022-10-07,404,331
温州市,2022-10-08,425,303
温州市,2022-10-09,201,137
温州市,2022-10-10,116,85
温州市,2022-10-11,321,254
温州市,2022-10-12,446,363
温州市,2022-10-13,200,165
温州市,2022-10-14,329,123
温州市,2022-10-15,371,144
温州市,2022-10-16,148,108
温州市,2022-10-17,669,541
温州市,2022-10-18,444,337
温州市,2022-10-19,541,419
温州市,2022-10-20,345,256
温州市,2022-10-21,1073,729
温州市,2022-10-22,539,376
温州市,2022-10-23,333,216
温州市,2022-10-24,659,418
温州市,2022-10-25,756,610
温州市,2022-10-26,1059,873
温州市,2022-10-27,777,634
温州市,2022-10-28,669,596
温州市,2022-10-29,401,313
温州市,2022-10-30,228,189
温州市,2022-10-31,699,451
温州市,2022-11-01,344,232
温州市,2022-11-02,730,604
温州市,2022-11-03,691,522
温州市,2022-11-04,689,576
温州市,2022-11-05,209,166
温州市,2022-11-06,100,77
温州市,2022-11-07,447,310
温州市,2022-11-08,148,90
温州市,2022-11-09,204,147
温州市,2022-11-10,310,241
温州市,2022-11-11,229,199
温州市,2022-11-12,244,178
温州市,2022-11-13,27,17
温州市,2022-11-14,524,431
温州市,2022-11-15,392,303
湖州市,2021-11-16,708,600
湖州市,2021-11-17,818,740
湖州市,2021-11-18,706,655
湖州市,2021-11-19,582,471
湖州市,2021-11-20,3,3
湖州市,2021-11-21,63,57
湖州市,2021-11-22,205,138
湖州市,2021-11-23,747,509
湖州市,2021-11-24,944,730
湖州市,2021-11-25,366,227
湖州市,2021-11-26,224,169
湖州市,2021-11-27,367,286
湖州市,2021-11-28,57,52
湖州市,2021-11-29,415,381
湖州市,2021-11-30,860,695
湖州市,2021-12-01,495,387
湖州市,2021-12-02,516,457
湖州市,2021-12-03,647,563
湖州市,2021-12-04,506,442
湖州市,2021-12-05,267,253
湖州市,2021-12-06,196,166
湖州市,2021-12-07,568,498
湖州市,2021-12-08,222,196
湖州市,2021-12-09,507,443
湖州市,2021-12-10,904,825
湖州市,2021-12-11,125,102
湖州市,2021-12-12,9,0
湖州市,2021-12-13,755,593
湖州市,2021-12-14,662,593
湖州市,2021-12-15,1691,1351
湖州市,2021-12-16,405,330
湖州市,2021-12-17,242,173
湖州市,2021-12-18,124,109
湖州市,2021-12-20,787,671
湖州市,2021-12-21,519,461
湖州市,2021-12-22,419,375
湖州市,2021-12-23,525,480
湖州市,2021-12-24,432,392
湖州市,2021-12-25,88,77
湖州市,2021-12-26,56,12
湖州市,2021-12-27,614,556
湖州市,2021-12-28,190,145
湖州市,2021-12-29,402,369
湖州市,2021-12-30,416,304
湖州市,2021-12-31,439,420
湖州市,2022-01-01,1,1
湖州市,2022-01-02,51,40
湖州市,2022-01-03,341,308
湖州市,2022-01-04,557,511
湖州市,2022-01-05,353,307
湖州市,2022-01-06,239,196
湖州市,2022-01-07,600,548
湖州市,2022-01-08,148,116
湖州市,2022-01-09,122,102
湖州市,2022-01-10,503,429
湖州市,2022-01-11,520,485
湖州市,2022-01-12,216,206
湖州市,2022-01-13,437,363
湖州市,2022-01-14,294,268
湖州市,2022-01-15,898,850
湖州市,2022-01-17,80,75
湖州市,2022-01-18,175,168
湖州市,2022-01-19,239,214
湖州市,2022-01-20,145,137
湖州市,2022-01-21,131,113
湖州市,2022-01-22,49,44
湖州市,2022-01-24,73,67
湖州市,2022-01-25,90,84
湖州市,2022-01-26,47,35
湖州市,2022-01-27,143,138
湖州市,2022-01-28,131,115
湖州市,2022-01-29,11,11
湖州市,2022-02-07,23,14
湖州市,2022-02-08,231,206
湖州市,2022-02-09,140,111
湖州市,2022-02-10,397,377
湖州市,2022-02-11,210,197
湖州市,2022-02-12,138,134
湖州市,2022-02-13,7,3
湖州市,2022-02-14,286,265
湖州市,2022-02-15,555,504
湖州市,2022-02-16,247,209
湖州市,2022-02-17,148,135
湖州市,2022-02-18,277,220
湖州市,2022-02-19,185,137
湖州市,2022-02-20,65,61
湖州市,2022-02-21,253,218
湖州市,2022-02-22,373,335
湖州市,2022-02-23,399,363
湖州市,2022-02-24,676,651
湖州市,2022-02-25,807,718
湖州市,2022-02-26,179,163
湖州市,2022-02-27,2,0
湖州市,2022-02-28,715,630
湖州市,2022-03-01,660,563
湖州市,2022-03-02,510,461
湖州市,2022-03-03,676,626
湖州市,2022-03-04,578,495
湖州市,2022-03-05,99,73
湖州市,2022-03-06,56,40
湖州市,2022-03-07,531,455
湖州市,2022-03-08,278,226
湖州市,2022-03-09,403,381
湖州市,2022-03-10,813,725
湖州市,2022-03-11,208,192
湖州市,2022-03-12,37,22
湖州市,2022-03-13,5,3
湖州市,2022-03-14,885,807
湖州市,2022-03-15,1060,939
湖州市,2022-03-16,641,531
湖州市,2022-03-17,628,578
湖州市,2022-03-18,436,378
湖州市,2022-03-19,115,112
湖州市,2022-03-20,21,19
湖州市,2022-03-21,763,702
湖州市,2022-03-22,741,662
湖州市,2022-03-23,371,314
湖州市,2022-03-24,404,339
湖州市,2022-03-25,177,161
湖州市,2022-03-26,146,114
湖州市,2022-03-27,45,35
湖州市,2022-03-28,731,671
湖州市,2022-03-29,307,294
湖州市,2022-03-30,470,413
湖州市,2022-03-31,608,570
湖州市,2022-04-01,222,201
湖州市,2022-04-02,220,194
湖州市,2022-04-03,143,122
湖州市,2022-04-04,66,58
湖州市,2022-04-05,13,10
湖州市,2022-04-06,505,434
湖州市,2022-04-07,184,173
湖州市,2022-04-08,271,255
湖州市,2022-04-09,303,248
湖州市,2022-04-10,31,21
湖州市,2022-04-11,827,759
湖州市,2022-04-12,416,337
湖州市,2022-04-13,501,442
湖州市,2022-04-14,215,154
湖州市,2022-04-15,438,377
湖州市,2022-04-16,36,35
湖州市,2022-04-17,74,56
湖州市,2022-04-18,350,311
湖州市,2022-04-19,951,709
湖州市,2022-04-20,374,277
湖州市,2022-04-21,257,198
湖州市,2022-04-22,319,238
湖州市,2022-04-23,94,59
湖州市,2022-04-24,500,450
湖州市,2022-04-25,635,556
湖州市,2022-04-26,673,589
湖州市,2022-04-27,991,908
湖州市,2022-04-28,694,613
湖州市,2022-04-29,329,297
湖州市,2022-04-30,6,3
湖州市,2022-05-02,12,12
湖州市,2022-05-03,20,20
湖州市,2022-05-04,267,249
湖州市,2022-05-05,528,483
湖州市,2022-05-06,379,370
湖州市,2022-05-07,713,653
湖州市,2022-05-08,45,38
湖州市,2022-05-09,601,553
湖州市,2022-05-10,537,447
湖州市,2022-05-11,327,259
湖州市,2022-05-12,262,147
湖州市,2022-05-13,429,359
湖州市,2022-05-14,247,201
湖州市,2022-05-15,6,2
湖州市,2022-05-16,791,678
湖州市,2022-05-17,924,852
湖州市,2022-05-18,642,558
湖州市,2022-05-19,422,383
湖州市,2022-05-20,558,501
湖州市,2022-05-21,8,3
湖州市,2022-05-22,82,66
湖州市,2022-05-23,252,234
湖州市,2022-05-24,493,447
湖州市,2022-05-25,730,662
湖州市,2022-05-26,762,721
湖州市,2022-05-27,870,305
湖州市,2022-05-28,180,137
湖州市,2022-05-29,65,45
湖州市,2022-05-30,2432,641
湖州市,2022-05-31,456,408
湖州市,2022-06-01,547,503
湖州市,2022-06-02,373,338
湖州市,2022-06-03,3,3
湖州市,2022-06-04,83,80
湖州市,2022-06-05,51,38
湖州市,2022-06-06,119,85
湖州市,2022-06-07,767,703
湖州市,2022-06-08,646,610
湖州市,2022-06-09,304,280
湖州市,2022-06-10,57,49
湖州市,2022-06-11,193,174
湖州市,2022-06-12,15,13
湖州市,2022-06-13,544,476
湖州市,2022-06-14,975,912
湖州市,2022-06-15,401,298
湖州市,2022-06-16,575,494
湖州市,2022-06-17,487,453
湖州市,2022-06-18,203,145
湖州市,2022-06-19,8,6
湖州市,2022-06-20,631,551
湖州市,2022-06-21,524,451
湖州市,2022-06-22,759,660
湖州市,2022-06-23,384,333
湖州市,2022-06-24,339,278
湖州市,2022-06-25,564,509
湖州市,2022-06-26,65,44
湖州市,2022-06-27,654,606
湖州市,2022-06-28,770,664
湖州市,2022-06-29,760,675
湖州市,2022-06-30,383,339
湖州市,2022-07-01,209,188
湖州市,2022-07-02,105,79
湖州市,2022-07-03,2,1
湖州市,2022-07-04,586,529
湖州市,2022-07-05,359,308
湖州市,2022-07-06,448,408
湖州市,2022-07-07,457,421
湖州市,2022-07-08,301,258
湖州市,2022-07-09,140,125
湖州市,2022-07-10,20,3
湖州市,2022-07-11,507,470
湖州市,2022-07-12,573,492
湖州市,2022-07-13,377,331
湖州市,2022-07-14,488,450
湖州市,2022-07-15,427,367
湖州市,2022-07-16,143,131
湖州市,2022-07-17,218,204
湖州市,2022-07-18,409,389
湖州市,2022-07-19,644,592
湖州市,2022-07-20,773,610
湖州市,2022-07-21,999,869
湖州市,2022-07-22,516,393
湖州市,2022-07-23,227,189
湖州市,2022-07-24,202,161
湖州市,2022-07-25,418,341
湖州市,2022-07-26,549,471
湖州市,2022-07-27,701,607
湖州市,2022-07-28,397,356
湖州市,2022-07-29,621,550
湖州市,2022-07-30,105,94
湖州市,2022-07-31,34,29
湖州市,2022-08-01,588,548
湖州市,2022-08-02,736,650
湖州市,2022-08-03,613,569
湖州市,2022-08-04,1154,805
湖州市,2022-08-05,752,661
湖州市,2022-08-06,82,64
湖州市,2022-08-07,59,54
湖州市,2022-08-08,452,393
湖州市,2022-08-09,108,97
湖州市,2022-08-10,742,657
湖州市,2022-08-11,279,256
湖州市,2022-08-12,156,114
湖州市,2022-08-13,194,170
湖州市,2022-08-14,194,149
湖州市,2022-08-15,370,315
湖州市,2022-08-16,655,553
湖州市,2022-08-17,264,219
湖州市,2022-08-18,707,646
湖州市,2022-08-19,160,122
湖州市,2022-08-20,322,227
湖州市,2022-08-21,37,15
湖州市,2022-08-22,458,355
湖州市,2022-08-23,761,669
湖州市,2022-08-24,845,668
湖州市,2022-08-25,331,214
湖州市,2022-08-26,324,215
湖州市,2022-08-27,129,99
湖州市,2022-08-28,100,1
湖州市,2022-08-29,313,293
湖州市,2022-08-30,991,870
湖州市,2022-08-31,230,125
湖州市,2022-09-01,1069,716
湖州市,2022-09-02,341,295
湖州市,2022-09-03,225,212
湖州市,2022-09-04,136,135
湖州市,2022-09-05,254,242
湖州市,2022-09-06,569,498
湖州市,2022-09-07,780,677
湖州市,2022-09-08,376,323
湖州市,2022-09-09,354,341
湖州市,2022-09-10,11,0
湖州市,2022-09-11,21,20
湖州市,2022-09-12,303,250
湖州市,2022-09-13,535,410
湖州市,2022-09-14,533,382
湖州市,2022-09-15,918,777
湖州市,2022-09-16,249,188
湖州市,2022-09-17,369,269
湖州市,2022-09-18,100,57
湖州市,2022-09-19,790,682
湖州市,2022-09-20,452,367
湖州市,2022-09-21,447,381
湖州市,2022-09-22,703,614
湖州市,2022-09-23,370,333
湖州市,2022-09-24,324,295
湖州市,2022-09-25,92,80
湖州市,2022-09-26,453,422
湖州市,2022-09-27,1057,991
湖州市,2022-09-28,508,457
湖州市,2022-09-29,815,696
湖州市,2022-09-30,552,498
湖州市,2022-10-01,37,36
湖州市,2022-10-02,13,13
湖州市,2022-10-03,53,41
湖州市,2022-10-04,1,0
湖州市,2022-10-05,71,66
湖州市,2022-10-06,213,209
湖州市,2022-10-07,94,91
湖州市,2022-10-08,489,415
湖州市,2022-10-09,348,279
湖州市,2022-10-10,720,433
湖州市,2022-10-11,1111,576
湖州市,2022-10-12,1089,900
湖州市,2022-10-13,549,376
湖州市,2022-10-14,560,386
湖州市,2022-10-15,272,213
湖州市,2022-10-16,131,20
湖州市,2022-10-17,804,663
湖州市,2022-10-18,287,115
湖州市,2022-10-19,302,164
湖州市,2022-10-20,429,342
湖州市,2022-10-21,716,648
湖州市,2022-10-22,196,182
湖州市,2022-10-24,1127,1054
湖州市,2022-10-25,602,555
湖州市,2022-10-26,176,146
湖州市,2022-10-27,387,327
湖州市,2022-10-28,206,153
湖州市,2022-10-29,80,37
湖州市,2022-10-30,47,6
湖州市,2022-10-31,622,473
湖州市,2022-11-01,578,448
湖州市,2022-11-02,566,478
湖州市,2022-11-03,647,450
湖州市,2022-11-04,510,161
湖州市,2022-11-05,723,411
湖州市,2022-11-06,142,66
湖州市,2022-11-07,958,644
湖州市,2022-11-08,782,650
湖州市,2022-11-09,354,217
湖州市,2022-11-10,502,402
湖州市,2022-11-11,518,443
湖州市,2022-11-12,244,211
湖州市,2022-11-13,54,27
湖州市,2022-11-14,263,211
湖州市,2022-11-15,526,464
绍兴市,2021-11-16,1441,1140
绍兴市,2021-11-17,318,231
绍兴市,2021-11-18,792,536
绍兴市,2021-11-19,450,379
绍兴市,2021-11-20,423,380
绍兴市,2021-11-21,226,149
绍兴市,2021-11-22,378,337
绍兴市,2021-11-23,1293,547
绍兴市,2021-11-24,564,424
绍兴市,2021-11-25,1000,809
绍兴市,2021-11-26,273,239
绍兴市,2021-11-27,261,248
绍兴市,2021-11-28,261,234
绍兴市,2021-11-29,548,477
绍兴市,2021-11-30,1017,739
绍兴市,2021-12-01,952,762
绍兴市,2021-12-02,954,692
绍兴市,2021-12-03,302,261
绍兴市,2021-12-04,352,322
绍兴市,2021-12-05,100,99
绍兴市,2021-12-06,514,351
绍兴市,2021-12-07,563,334
绍兴市,2021-12-08,920,736
绍兴市,2021-12-09,483,356
绍兴市,2021-12-10,520,419
绍兴市,2021-12-11,334,251
绍兴市,2021-12-12,191,153
绍兴市,2021-12-13,551,301
绍兴市,2021-12-14,94,52
绍兴市,2021-12-15,396,285
绍兴市,2021-12-16,297,241
绍兴市,2021-12-17,110,94
绍兴市,2021-12-18,43,32
绍兴市,2021-12-20,890,728
绍兴市,2021-12-21,133,121
绍兴市,2021-12-22,528,449
绍兴市,2021-12-23,475,393
绍兴市,2021-12-24,180,143
绍兴市,2021-12-25,109,78
绍兴市,2021-12-26,215,186
绍兴市,2021-12-27,138,112
绍兴市,2021-12-28,55,47
绍兴市,2021-12-29,95,62
绍兴市,2021-12-30,227,164
绍兴市,2021-12-31,182,123
绍兴市,2022-01-01,49,41
绍兴市,2022-01-02,275,193
绍兴市,2022-01-03,258,171
绍兴市,2022-01-04,410,221
绍兴市,2022-01-05,420,199
绍兴市,2022-01-06,736,521
绍兴市,2022-01-07,758,624
绍兴市,2022-01-08,276,221
绍兴市,2022-01-09,229,173
绍兴市,2022-01-10,701,601
绍兴市,2022-01-11,390,322
绍兴市,2022-01-12,880,679
绍兴市,2022-01-13,276,164
绍兴市,2022-01-14,250,171
绍兴市,2022-01-15,318,236
绍兴市,2022-01-16,36,16
绍兴市,2022-01-17,127,71
绍兴市,2022-01-18,307,201
绍兴市,2022-01-19,594,464
绍兴市,2022-01-20,395,317
绍兴市,2022-01-21,952,800
绍兴市,2022-01-22,276,238
绍兴市,2022-01-23,21,18
绍兴市,2022-01-24,362,318
绍兴市,2022-01-25,313,248
绍兴市,2022-01-26,74,62
绍兴市,2022-01-27,91,80
绍兴市,2022-01-28,25,25
绍兴市,2022-01-29,6,6
绍兴市,2022-01-30,23,13
绍兴市,2022-01-31,2,2
绍兴市,2022-02-03,3,3
绍兴市,2022-02-04,5,4
绍兴市,2022-02-05,10,10
绍兴市,2022-02-06,7,7
绍兴市,2022-02-07,109,107
绍兴市,2022-02-08,77,72
绍兴市,2022-02-09,149,109
绍兴市,2022-02-10,200,185
绍兴市,2022-02-11,384,328
绍兴市,2022-02-12,161,104
绍兴市,2022-02-13,45,39
绍兴市,2022-02-14,358,283
绍兴市,2022-02-15,382,328
绍兴市,2022-02-16,306,228
绍兴市,2022-02-17,424,355
绍兴市,2022-02-18,343,266
绍兴市,2022-02-19,179,162
绍兴市,2022-02-20,156,130
绍兴市,2022-02-21,441,391
绍兴市,2022-02-22,367,320
绍兴市,2022-02-23,481,391
绍兴市,2022-02-24,195,162
绍兴市,2022-02-25,275,226
绍兴市,2022-02-26,312,185
绍兴市,2022-02-27,59,52
绍兴市,2022-02-28,468,374
绍兴市,2022-03-01,459,398
绍兴市,2022-03-02,319,266
绍兴市,2022-03-03,309,264
绍兴市,2022-03-04,626,505
绍兴市,2022-03-05,145,119
绍兴市,2022-03-06,289,268
绍兴市,2022-03-07,350,280
绍兴市,2022-03-08,237,204
绍兴市,2022-03-09,390,339
绍兴市,2022-03-10,322,274
绍兴市,2022-03-11,247,208
绍兴市,2022-03-12,414,332
绍兴市,2022-03-13,102,101
绍兴市,2022-03-14,572,460
绍兴市,2022-03-15,168,104
绍兴市,2022-03-16,252,205
绍兴市,2022-03-17,514,369
绍兴市,2022-03-18,770,625
绍兴市,2022-03-19,164,136
绍兴市,2022-03-20,576,429
绍兴市,2022-03-21,590,480
绍兴市,2022-03-22,379,296
绍兴市,2022-03-23,309,220
绍兴市,2022-03-24,629,510
绍兴市,2022-03-25,281,240
绍兴市,2022-03-26,118,109
绍兴市,2022-03-27,117,107
